# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Dec 17 11:29:45 2014
#
# CONSTRAINT:  where (pl_discmethod like '%Transit%'
# CONSTRAINT:  and pl_pnum > 1
# CONSTRAINT:  )
# CONSTRAINT:  order by pl_hostname asc, pl_orbper asc
#
# COLUMN pl_hostname:    (not found)
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc.[AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc.[AU]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr:     Stellar Mass Unc. [Solar mass]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr:      Stellar Radius Unc. [Solar radii]
# COLUMN pl_masse:       Planet Mass [Earth mass]
# COLUMN pl_masseerr1:   Planet Mass Upper Unc. [Earth mass]
# COLUMN pl_masseerr2:   Planet Mass Lower Unc. [Earth mass]
# COLUMN pl_rads:        Planet Radius [Solar radii]
# COLUMN pl_radserr1:    Planet Radius Upper Unc. [Solar radii]
# COLUMN pl_radserr2:    Planet Radius Lower Unc. [Solar radii]
#
rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_dens,pl_orbincl,pl_ttvflag,pl_kepflag,st_mass,st_masserr,st_rad,st_raderr,pl_masse,pl_masseerr1,pl_masseerr2,pl_rads,pl_radserr1,pl_radserr2
1246,Kepler-265,d,Transit,4,43.13061700,0.00065800,-0.00065800,0.236000,,,,,0,1,1.03,,1.10,0.23,,,,0.023,0.005,-0.005
1247,Kepler-265,e,Transit,4,67.83102400,0.00139600,-0.00139600,0.319000,,,,,0,1,1.03,,1.10,0.23,,,,0.024,0.005,-0.005
1248,Kepler-266,b,Transit,2,6.61833000,0.00004800,-0.00004800,0.071000,,,,,0,1,0.99,,1.03,0.50,,,,0.023,0.011,-0.011
1249,Kepler-266,c,Transit,2,107.72360100,0.00164300,-0.00164300,0.457000,,,,,0,1,0.99,,1.03,0.50,,,,0.036,0.017,-0.017
1250,Kepler-267,b,Transit,3,3.35372800,0.00000700,-0.00000700,0.037000,,,,,0,1,0.56,,0.56,0.02,,,,0.018,0.001,-0.001
1251,Kepler-267,c,Transit,3,6.87745000,0.00001600,-0.00001600,0.060000,,,,,0,1,0.56,,0.56,0.02,,,,0.019,0.001,-0.001
1252,Kepler-267,d,Transit,3,28.46451500,0.00018000,-0.00018000,0.154000,,,,,0,1,0.56,,0.56,0.02,,,,0.021,0.001,-0.001
1253,Kepler-268,b,Transit,2,25.93413800,0.00014200,-0.00014200,0.180000,,,,,0,1,,,1.27,0.23,,,,0.023,0.004,-0.004
1254,Kepler-268,c,Transit,2,83.44639300,0.00076100,-0.00076100,0.391000,,,,,0,1,,,1.27,0.23,,,,0.031,0.006,-0.006
1255,Kepler-269,b,Transit,2,5.32671800,0.00003500,-0.00003500,0.061000,,,,,0,1,0.98,,0.96,0.43,,,,0.023,0.011,-0.011
1256,Kepler-269,c,Transit,2,8.12789900,0.00014900,-0.00014900,0.081000,,,,,0,1,0.98,,0.96,0.43,,,,0.015,0.007,-0.007
671,Kepler-27,b,Transit,2,15.33480000,,,0.118000,,,,,1,1,0.65,0.16,0.59,0.15,2895.31000,,,0.037,,
672,Kepler-27,c,Transit,2,31.33090000,,,0.191000,,,,,1,1,0.65,0.16,0.59,0.15,4385.87000,,,0.045,,
1257,Kepler-270,b,Transit,2,11.47609400,0.00007100,-0.00007100,0.107000,,,,,0,1,,,1.46,0.28,,,,0.018,0.004,-0.004
1258,Kepler-270,c,Transit,2,25.26288700,0.00059900,-0.00059900,0.180000,,,,,0,1,,,1.46,0.28,,,,0.016,0.003,-0.003
1259,Kepler-271,b,Transit,2,5.21773800,0.00004300,-0.00004300,0.056000,,,,,0,1,,,0.88,0.16,,,,0.008,0.002,-0.002
1260,Kepler-271,c,Transit,2,7.41093500,0.00004900,-0.00004900,0.071000,,,,,0,1,,,0.88,0.16,,,,0.009,0.002,-0.002
1261,Kepler-272,b,Transit,3,2.97135300,0.00001700,-0.00001700,0.038000,,,,,0,1,0.79,,0.93,0.50,,,,0.013,0.007,-0.007
1262,Kepler-272,c,Transit,3,6.05734200,0.00003700,-0.00003700,0.061000,,,,,0,1,0.79,,0.93,0.50,,,,0.016,0.009,-0.009
1263,Kepler-272,d,Transit,3,10.93730400,0.00007300,-0.00007300,0.091000,,,,,0,1,0.79,,0.93,0.50,,,,0.021,0.011,-0.011
1264,Kepler-273,b,Transit,2,2.93653200,0.00000900,-0.00000900,0.037000,,,,,0,1,,,0.81,0.46,,,,0.014,0.008,-0.008
1265,Kepler-273,c,Transit,2,8.01492700,0.00005200,-0.00005200,0.073000,,,,,0,1,,,0.81,0.46,,,,0.018,0.011,-0.011
1266,Kepler-274,b,Transit,2,11.63478800,0.00013400,-0.00013400,0.101000,,,,,0,1,,,1.01,0.54,,,,0.014,0.008,-0.008
1267,Kepler-274,c,Transit,2,33.19786100,0.00089400,-0.00089400,0.204000,,,,,0,1,,,1.01,0.54,,,,0.017,0.009,-0.009
1268,Kepler-275,b,Transit,3,10.30068200,0.00025400,-0.00025400,0.098000,,,,,0,1,1.24,,1.38,0.26,,,,0.021,0.004,-0.004
1269,Kepler-275,c,Transit,3,16.08813400,0.00016400,-0.00016400,0.132000,,,,,0,1,1.24,,1.38,0.26,,,,0.031,0.006,-0.006
1270,Kepler-275,d,Transit,3,35.67606200,0.00064100,-0.00064100,0.224000,,,,,0,1,1.24,,1.38,0.26,,,,0.030,0.007,-0.007
1271,Kepler-276,b,Transit,3,14.12841000,0.00011100,-0.00011100,0.119000,,,,,0,1,1.10,0.22,1.05,0.48,,,,0.026,0.012,-0.012
1272,Kepler-276,c,Transit,3,31.88400000,,,,,,,,1,1,1.10,0.22,1.05,0.48,16.60000,4.40000,-3.60000,0.027,0.012,-0.003
1273,Kepler-276,d,Transit,3,48.64800000,,,,,,,,1,1,1.10,0.22,1.05,0.48,16.30000,5.00000,-4.30000,0.026,0.011,-0.003
1274,Kepler-277,b,Transit,2,17.32400000,,,,,,,,1,1,1.12,0.19,1.69,0.42,87.30000,41.70000,-39.90000,0.027,0.007,-0.006
1275,Kepler-277,c,Transit,2,33.00600000,,,,,,,,1,1,1.12,0.19,1.69,0.42,64.20000,18.10000,-15.70000,0.031,0.008,-0.007
1276,Kepler-278,b,Transit,2,30.16054600,0.00031100,-0.00031100,0.207000,,,,,1,1,,,2.94,0.07,,,,0.037,0.002,-0.002
1277,Kepler-278,c,Transit,2,51.07877500,0.00089000,-0.00089000,0.294000,,,,,1,1,,,2.94,0.07,,,,0.033,0.004,-0.004
1278,Kepler-279,b,Transit,3,12.30968100,0.00005100,-0.00005100,0.112000,,,,,1,1,1.10,0.16,1.75,0.32,,,,0.033,0.006,-0.006
1279,Kepler-279,c,Transit,3,35.73600000,,,,,,,,1,1,1.10,0.16,1.75,0.32,49.40000,7.20000,-5.90000,0.039,0.016,-0.004
1280,Kepler-279,d,Transit,3,54.41400000,,,,,,,,1,1,1.10,0.16,1.75,0.32,37.50000,5.50000,-4.50000,0.028,0.011,-0.003
673,Kepler-28,b,Transit,2,5.91230000,,,0.062000,,,,,1,1,0.75,,0.70,,479.90000,,,0.033,,
674,Kepler-28,c,Transit,2,8.98580000,,,0.081000,,,,,1,1,0.75,,0.70,,432.23000,,,0.031,,
1281,Kepler-280,b,Transit,2,2.13954200,0.00000600,-0.00000600,0.032000,,,,,0,1,0.91,,0.89,0.43,,,,0.013,0.006,-0.006
1282,Kepler-280,c,Transit,2,4.80709100,0.00000900,-0.00000900,0.056000,,,,,0,1,0.91,,0.89,0.43,,,,0.018,0.009,-0.009
1283,Kepler-281,b,Transit,2,14.64600800,0.00013900,-0.00013900,0.117000,,,,,0,1,0.98,,0.90,0.35,,,,0.026,0.010,-0.010
1284,Kepler-281,c,Transit,2,36.33737300,0.00011100,-0.00011100,0.215000,,,,,0,1,0.98,,0.90,0.35,,,,0.049,0.019,-0.019
1285,Kepler-282,b,Transit,4,9.22052400,0.00034100,-0.00034100,0.082000,,,,,0,1,0.97,0.10,0.90,0.21,,,,0.009,0.002,-0.002
1286,Kepler-282,c,Transit,4,13.63872300,0.00049100,-0.00049100,0.106000,,,,,0,1,0.97,0.10,0.90,0.21,,,,0.011,0.003,-0.003
1287,Kepler-282,d,Transit,4,24.80600000,,,,,,,,1,1,0.97,0.10,0.90,0.21,61.00000,35.90000,-36.10000,0.023,0.009,-0.002
1288,Kepler-282,e,Transit,4,44.34700000,,,,,,,,1,1,0.97,0.10,0.90,0.21,56.20000,16.20000,-16.70000,0.028,0.012,-0.002
1289,Kepler-283,b,Transit,2,11.00815100,0.00002900,-0.00002900,0.082000,,,,,0,1,,,0.57,0.02,,,,0.019,0.002,-0.002
1290,Kepler-283,c,Transit,2,92.74371100,0.00141300,-0.00141300,0.341000,,,,,0,1,,,0.57,0.02,,,,0.017,0.001,-0.001
1291,Kepler-284,b,Transit,2,12.69914900,0.00007100,-0.00007100,0.104000,,,,,0,1,,,0.81,0.36,,,,0.021,0.009,-0.009
1292,Kepler-284,c,Transit,2,37.51445600,0.00035000,-0.00035000,0.213000,,,,,0,1,,,0.81,0.36,,,,0.024,0.011,-0.011
1293,Kepler-285,b,Transit,2,2.63386700,0.00001200,-0.00001200,0.036000,,,,,0,1,0.85,,0.81,0.35,,,,0.012,0.005,-0.005
1294,Kepler-285,c,Transit,2,6.18667600,0.00005900,-0.00005900,0.064000,,,,,0,1,0.85,,0.81,0.35,,,,0.010,0.004,-0.004
1295,Kepler-286,b,Transit,4,1.79630200,0.00000900,-0.00000900,0.027000,,,,,0,1,,,0.86,0.17,,,,0.011,0.002,-0.002
1296,Kepler-286,c,Transit,4,3.46809500,0.00002300,-0.00002300,0.042000,,,,,0,1,,,0.86,0.17,,,,0.013,0.003,-0.003
1297,Kepler-286,d,Transit,4,5.91432300,0.00005400,-0.00005400,0.061000,,,,,0,1,,,0.86,0.17,,,,0.012,0.003,-0.003
1298,Kepler-286,e,Transit,4,29.22128900,0.00037000,-0.00037000,0.176000,,,,,0,1,,,0.86,0.17,,,,0.016,0.004,-0.004
1299,Kepler-287,b,Transit,2,20.34219900,0.00008400,-0.00008400,0.145000,,,,,0,1,,,1.03,0.47,,,,0.021,0.010,-0.010
1300,Kepler-287,c,Transit,2,44.85189600,0.00024700,-0.00024700,0.246000,,,,,0,1,,,1.03,0.47,,,,0.030,0.014,-0.014
1301,Kepler-288,b,Transit,3,6.09732600,0.00006400,-0.00006400,0.065000,,,,,0,1,0.89,,1.09,0.52,,,,0.015,0.007,-0.007
1302,Kepler-288,c,Transit,3,19.30577200,0.00013500,-0.00013500,0.140000,,,,,0,1,0.89,,1.09,0.52,,,,0.026,0.013,-0.013
1303,Kepler-288,d,Transit,3,56.63374200,0.00090800,-0.00090800,0.287000,,,,,0,1,0.89,,1.09,0.52,,,,0.025,0.012,-0.012
1304,Kepler-289,b,Transit,3,34.54500000,0.00050000,-0.00050000,0.210000,0.010000,-0.010000,4.10000,89.590,1,1,1.08,0.02,1.00,0.02,7.30000,6.80000,-6.80000,0.020,0.001,-0.001
1306,Kepler-289,c,Transit,3,66.06340000,0.01140000,-0.01140000,0.330000,0.020000,-0.020000,1.20000,89.730,1,1,1.08,0.02,1.00,0.02,4.00000,0.90000,-0.90000,0.025,0.002,-0.002
1305,Kepler-289,c,Transit,3,125.85180000,0.00760000,-0.00760000,0.510000,0.030000,-0.030000,0.47000,89.794,1,1,1.08,0.02,1.00,0.02,132.00000,17.00000,-17.00000,0.106,0.002,-0.002
675,Kepler-29,b,Transit,2,10.33760000,0.00020000,-0.00020000,0.090000,,,,,1,1,1.00,0.12,0.96,0.14,127.10000,,,0.033,0.005,-0.005
676,Kepler-29,c,Transit,2,13.29070000,0.00040000,-0.00040000,0.110000,,,,,1,1,1.00,0.12,0.96,0.14,95.30000,,,0.027,0.004,-0.004
1307,Kepler-290,b,Transit,2,14.58934700,0.00006600,-0.00006600,0.110000,,,,,0,1,,,0.74,0.38,,,,0.021,0.011,-0.011
1308,Kepler-290,c,Transit,2,36.77031000,0.00018300,-0.00018300,0.205000,,,,,0,1,,,0.74,0.38,,,,0.025,0.013,-0.013
1309,Kepler-291,b,Transit,2,3.54651100,0.00001600,-0.00001600,0.047000,,,,,0,1,1.03,,1.02,0.44,,,,0.020,0.009,-0.009
1310,Kepler-291,c,Transit,2,5.70078600,0.00005500,-0.00005500,0.065000,,,,,0,1,1.03,,1.02,0.44,,,,0.017,0.007,-0.007
1311,Kepler-292,b,Transit,5,2.58082700,0.00002000,-0.00002000,0.035000,,,,,0,1,0.88,,0.83,0.07,,,,0.012,0.001,-0.001
1312,Kepler-292,c,Transit,5,3.71533500,0.00003300,-0.00003300,0.045000,,,,,0,1,0.88,,0.83,0.07,,,,0.013,0.001,-0.001
1313,Kepler-292,d,Transit,5,7.05567900,0.00004300,-0.00004300,0.068000,,,,,0,1,0.88,,0.83,0.07,,,,0.021,0.002,-0.002
1314,Kepler-292,e,Transit,5,11.97901000,0.00010100,-0.00010100,0.097000,,,,,0,1,0.88,,0.83,0.07,,,,0.025,0.003,-0.003
1315,Kepler-292,f,Transit,5,20.83423700,0.00018400,-0.00018400,0.141000,,,,,0,1,0.88,,0.83,0.07,,,,0.022,0.002,-0.002
1316,Kepler-293,b,Transit,2,19.25419600,0.00007900,-0.00007900,0.144000,,,,,0,1,1.01,,0.96,0.40,,,,0.028,0.012,-0.012
1317,Kepler-293,c,Transit,2,54.15574300,0.00046600,-0.00046600,0.286000,,,,,0,1,1.01,,0.96,0.40,,,,0.035,0.015,-0.015
1318,Kepler-294,b,Transit,2,3.70121200,0.00002500,-0.00002500,0.048000,,,,,0,1,,,0.98,0.46,,,,0.016,0.008,-0.008
1319,Kepler-294,c,Transit,2,6.62640000,0.00002800,-0.00002800,0.071000,,,,,0,1,,,0.98,0.46,,,,0.025,0.012,-0.012
1320,Kepler-295,b,Transit,3,12.64516400,0.00018100,-0.00018100,0.099000,,,,,0,1,,,0.90,0.47,,,,0.011,0.006,-0.006
1321,Kepler-295,c,Transit,3,21.52625800,0.00033600,-0.00033600,0.142000,,,,,0,1,,,0.90,0.47,,,,0.011,0.006,-0.006
1322,Kepler-295,d,Transit,3,33.88405400,0.00068500,-0.00068500,0.192000,,,,,0,1,,,0.90,0.47,,,,0.013,0.007,-0.007
1323,Kepler-296,b,Transit,5,3.62145700,0.00004000,-0.00004000,0.039000,,,,,0,1,,,0.56,0.02,,,,0.009,0.001,-0.001
1324,Kepler-296,c,Transit,5,5.84164800,0.00001500,-0.00001500,0.054000,,,,,0,1,,,0.56,0.02,,,,0.020,0.001,-0.001
1325,Kepler-296,d,Transit,5,19.85024200,0.00009700,-0.00009700,0.122000,,,,,0,1,,,0.56,0.02,,,,0.021,0.003,-0.003
1326,Kepler-296,e,Transit,5,34.14234700,0.00340900,-0.00340900,0.174000,,,,,0,1,,,0.56,0.02,,,,0.016,0.002,-0.002
1327,Kepler-296,f,Transit,5,63.33587900,0.00129200,-0.00129200,0.263000,,,,,0,1,,,0.56,0.02,,,,0.016,0.001,-0.001
1328,Kepler-297,b,Transit,2,38.87182600,0.00015300,-0.00015300,0.217000,,,,,1,1,,,0.92,0.17,,,,0.026,0.005,-0.005
1329,Kepler-297,c,Transit,2,74.92013700,0.00012000,-0.00012000,0.336000,,,,,1,1,,,0.92,0.17,,,,0.060,0.011,-0.011
1330,Kepler-298,b,Transit,3,10.47546400,0.00002700,-0.00002700,0.080000,,,,,0,1,0.65,,0.58,0.03,,,,0.018,0.001,-0.001
1331,Kepler-298,c,Transit,3,22.92881000,0.00038000,-0.00038000,0.136000,,,,,0,1,0.65,,0.58,0.03,,,,0.018,0.002,-0.002
1332,Kepler-298,d,Transit,3,77.47363300,0.00061500,-0.00061500,0.305000,,,,,0,1,0.65,,0.58,0.03,,,,0.023,0.002,-0.002
1333,Kepler-299,b,Transit,4,2.92712800,0.00003300,-0.00003300,0.040000,,,,,0,1,0.97,,1.03,0.21,,,,0.012,0.003,-0.003
1334,Kepler-299,c,Transit,4,6.88587500,0.00004000,-0.00004000,0.070000,,,,,0,1,0.97,,1.03,0.21,,,,0.024,0.006,-0.006
1335,Kepler-299,d,Transit,4,15.05478600,0.00018900,-0.00018900,0.118000,,,,,0,1,0.97,,1.03,0.21,,,,0.017,0.004,-0.004
1336,Kepler-299,e,Transit,4,38.28548900,0.00142800,-0.00142800,0.220000,,,,,0,1,0.97,,1.03,0.21,,,,0.017,0.004,-0.004
677,Kepler-30,b,Transit,3,29.33434000,0.00815000,-0.00815000,0.180000,,,1.02000,90.179,1,1,0.99,0.08,0.95,0.12,11.30000,1.40000,-1.40000,0.036,0.002,-0.002
678,Kepler-30,c,Transit,3,60.32310500,0.00024400,-0.00024400,0.300000,,,1.88000,90.323,1,1,0.99,0.08,0.95,0.12,640.00000,50.00000,-50.00000,0.113,0.004,-0.004
679,Kepler-30,d,Transit,3,143.34394000,0.00858000,-0.00858000,0.500000,,,0.19000,89.841,1,1,0.99,0.08,0.95,0.12,23.10000,2.70000,-2.70000,0.081,0.005,-0.005
1337,Kepler-300,b,Transit,2,10.44634700,0.00004300,-0.00004300,0.094000,,,,,0,1,0.94,,0.90,0.41,,,,0.015,0.007,-0.007
1338,Kepler-300,c,Transit,2,40.71495500,0.00024500,-0.00024500,0.232000,,,,,0,1,0.94,,0.90,0.41,,,,0.021,0.009,-0.009
1339,Kepler-301,b,Transit,3,2.50855300,0.00001200,-0.00001200,0.036000,,,,,0,1,0.91,,0.90,0.48,,,,0.012,0.007,-0.007
1340,Kepler-301,c,Transit,3,5.41902600,0.00003200,-0.00003200,0.060000,,,,,0,1,0.91,,0.90,0.48,,,,0.012,0.007,-0.007
1341,Kepler-301,d,Transit,3,13.75124300,0.00008100,-0.00008100,0.112000,,,,,0,1,0.91,,0.90,0.48,,,,0.016,0.009,-0.009
1342,Kepler-302,b,Transit,2,30.18410400,0.00020300,-0.00020300,0.193000,,,,,0,1,,,1.22,0.25,,,,0.037,0.008,-0.008
1343,Kepler-302,c,Transit,2,127.28218400,0.00042700,-0.00042700,0.503000,,,,,0,1,,,1.22,0.25,,,,0.114,0.023,-0.023
1344,Kepler-303,b,Transit,2,1.93705500,0.00000400,-0.00000400,0.024000,,,,,0,1,0.59,,0.48,0.03,,,,0.008,0.001,-0.001
1345,Kepler-303,c,Transit,2,7.06114900,0.00001900,-0.00001900,0.057000,,,,,0,1,0.59,,0.48,0.03,,,,0.011,0.001,-0.001
1346,Kepler-304,b,Transit,3,3.29570900,0.00000200,-0.00000200,0.039000,,,,,0,1,0.80,,0.69,0.04,,,,0.026,0.002,-0.002
1347,Kepler-304,c,Transit,3,5.31594600,0.00000700,-0.00000700,0.054000,,,,,0,1,0.80,,0.69,0.04,,,,0.020,0.001,-0.001
1348,Kepler-304,d,Transit,3,9.65347100,0.00001500,-0.00001500,0.080000,,,,,0,1,0.80,,0.69,0.04,,,,0.025,0.002,-0.002
1349,Kepler-305,b,Transit,3,5.48700000,,,,,,,,1,1,0.76,0.13,0.79,0.05,10.50000,2.60000,-2.00000,0.033,0.008,-0.003
1350,Kepler-305,c,Transit,3,8.29100000,,,,,,,,1,1,0.76,0.13,0.79,0.05,6.00000,2.40000,-2.20000,0.030,0.007,-0.003
1351,Kepler-305,d,Transit,3,16.73866100,0.00014500,-0.00014500,0.121000,,,,,0,1,0.76,0.13,0.79,0.05,,,,0.025,0.004,-0.004
1352,Kepler-306,b,Transit,4,4.64618600,0.00002500,-0.00002500,0.050000,,,,,0,1,0.82,,0.72,0.04,,,,0.014,0.001,-0.001
1353,Kepler-306,c,Transit,4,7.24019300,0.00003200,-0.00003200,0.067000,,,,,0,1,0.82,,0.72,0.04,,,,0.022,0.002,-0.002
1354,Kepler-306,d,Transit,4,17.32664400,0.00013700,-0.00013700,0.120000,,,,,0,1,0.82,,0.72,0.04,,,,0.023,0.002,-0.002
1355,Kepler-306,e,Transit,4,44.84097500,0.00043900,-0.00043900,0.227000,,,,,0,1,0.82,,0.72,0.04,,,,0.021,0.001,-0.001
1356,Kepler-307,b,Transit,2,10.41600000,,,,,,,,1,1,0.98,0.14,1.08,0.41,3.10000,0.60000,-0.50000,0.029,0.011,-0.004
1357,Kepler-307,c,Transit,2,13.08400000,,,,,,,,1,1,0.98,0.14,1.08,0.41,1.50000,0.50000,-0.40000,0.026,0.010,-0.004
1358,Kepler-308,b,Transit,2,9.69492800,0.00009000,-0.00009000,0.090000,,,,,0,1,,,0.94,0.45,,,,0.019,0.009,-0.009
1359,Kepler-308,c,Transit,2,15.38231000,0.00017100,-0.00017100,0.123000,,,,,0,1,,,0.94,0.45,,,,0.020,0.009,-0.009
1360,Kepler-309,b,Transit,2,5.92365300,0.00002800,-0.00002800,0.059000,,,,,0,1,,,0.72,0.04,,,,0.014,0.001,-0.001
1361,Kepler-309,c,Transit,2,105.35638300,0.00085700,-0.00085700,0.401000,,,,,0,1,,,0.72,0.04,,,,0.023,0.002,-0.002
680,Kepler-31,b,Transit,3,20.86130000,0.00020000,-0.00020000,0.160000,,,,,1,1,1.21,0.17,1.31,0.30,,,,0.050,0.010,-0.010
681,Kepler-31,c,Transit,3,42.63180000,0.00050000,-0.00050000,0.260000,,,,,1,1,1.21,0.17,1.31,0.30,1493.70000,,,0.049,0.010,-0.010
682,Kepler-31,d,Transit,3,87.64890100,0.00080100,-0.00080100,0.390000,,,,,0,1,1.21,0.17,1.31,0.30,,,,0.042,0.010,-0.010
1362,Kepler-310,b,Transit,3,13.93069800,0.00010800,-0.00010800,0.111000,,,,,0,1,0.85,,0.88,0.41,,,,0.011,0.005,-0.005
1363,Kepler-310,c,Transit,3,56.47542000,0.00020700,-0.00020700,0.281000,,,,,0,1,0.85,,0.88,0.41,,,,0.031,0.015,-0.015
1364,Kepler-310,d,Transit,3,92.87612500,0.00078500,-0.00078500,0.392000,,,,,0,1,0.85,,0.88,0.41,,,,0.023,0.011,-0.011
1365,Kepler-311,b,Transit,2,9.17609200,0.00005700,-0.00005700,0.087000,,,,,0,1,1.06,,1.19,0.23,,,,0.016,0.003,-0.003
1366,Kepler-311,c,Transit,2,19.73828600,0.00020500,-0.00020500,0.145000,,,,,0,1,1.06,,1.19,0.23,,,,0.013,0.003,-0.003
1367,Kepler-312,b,Transit,2,1.77241900,0.00001200,-0.00001200,0.031000,,,,,0,1,1.23,,1.47,0.28,,,,0.012,0.002,-0.002
1368,Kepler-312,c,Transit,2,19.74741200,0.00006800,-0.00006800,0.153000,,,,,0,1,1.23,,1.47,0.28,,,,0.029,0.006,-0.006
1369,Kepler-313,b,Transit,2,14.97041800,0.00011400,-0.00011400,0.125000,,,,,0,1,0.90,,1.54,0.16,,,,0.023,0.003,-0.003
1370,Kepler-313,c,Transit,2,32.27327300,0.00081900,-0.00081900,0.208000,,,,,0,1,0.90,,1.54,0.16,,,,0.024,0.004,-0.004
1371,Kepler-314,b,Transit,2,2.46106900,0.00001300,-0.00001300,0.035000,,,,,0,1,1.02,,0.95,0.14,,,,0.008,0.001,-0.001
1372,Kepler-314,c,Transit,2,5.96039200,0.00000500,-0.00000500,0.064000,,,,,0,1,1.02,,0.95,0.14,,,,0.027,0.004,-0.004
1373,Kepler-315,b,Transit,2,96.10114100,0.00091800,-0.00091800,0.402000,,,,,0,1,0.78,,1.04,0.20,,,,0.035,0.007,-0.007
1374,Kepler-315,c,Transit,2,265.46933500,0.00622300,-0.00622300,0.791000,,,,,0,1,0.78,,1.04,0.20,,,,0.038,0.009,-0.009
1375,Kepler-316,b,Transit,2,2.24050800,0.00000600,-0.00000600,0.027000,,,,,0,1,0.53,,0.52,0.05,,,,0.010,0.001,-0.001
1376,Kepler-316,c,Transit,2,6.82776600,0.00003400,-0.00003400,0.058000,,,,,0,1,0.53,,0.52,0.05,,,,0.011,0.001,-0.001
1377,Kepler-317,b,Transit,2,5.52424200,0.00002700,-0.00002700,0.061000,,,,,0,1,0.95,,0.94,0.43,,,,0.019,0.009,-0.009
1378,Kepler-317,c,Transit,2,8.77501000,0.00011300,-0.00011300,0.083000,,,,,0,1,0.95,,0.94,0.43,,,,0.016,0.007,-0.007
1379,Kepler-318,b,Transit,2,4.66271500,0.00000300,-0.00000300,0.056000,,,,,0,1,1.05,,1.19,0.21,,,,0.043,0.008,-0.008
1380,Kepler-318,c,Transit,2,11.81500700,0.00002000,-0.00002000,0.105000,,,,,0,1,1.05,,1.19,0.21,,,,0.034,0.006,-0.006
1381,Kepler-319,b,Transit,3,4.36270500,0.00000900,-0.00000900,0.051000,,,,,0,1,1.29,,0.90,0.12,,,,0.015,0.002,-0.002
1382,Kepler-319,c,Transit,3,6.94135700,0.00000700,-0.00000700,0.069000,,,,,0,1,1.29,,0.90,0.12,,,,0.024,0.003,-0.003
1383,Kepler-319,d,Transit,3,31.78192500,0.00010500,-0.00010500,0.191000,,,,,0,1,1.29,,0.90,0.12,,,,0.021,0.003,-0.003
687,Kepler-32,f,Transit,5,0.74296000,0.00007000,-0.00007000,0.013000,0.000200,-0.000200,,,0,1,0.54,0.02,0.53,0.02,,,,0.007,0.001,-0.001
686,Kepler-32,e,Transit,5,2.89600000,0.00030000,-0.00030000,0.032300,0.000500,-0.000500,,,0,1,0.54,0.02,0.53,0.02,,,,0.014,0.001,-0.001
683,Kepler-32,b,Transit,5,5.90124000,0.00010000,-0.00010000,0.050000,,,,,1,1,0.54,0.02,0.53,0.02,1303.00000,,,0.020,0.002,-0.002
684,Kepler-32,c,Transit,5,8.75220000,0.00030000,-0.00030000,0.090000,,,,,1,1,0.54,0.02,0.53,0.02,158.90000,,,0.018,0.002,-0.002
685,Kepler-32,d,Transit,5,22.78020000,0.00050000,-0.00050000,0.128000,0.002000,-0.002000,,,0,1,0.54,0.02,0.53,0.02,,,,0.025,0.001,-0.001
1384,Kepler-320,b,Transit,2,8.37155400,0.00016200,-0.00016200,0.085000,,,,,0,1,,,1.11,0.52,,,,0.011,0.005,-0.005
1385,Kepler-320,c,Transit,2,17.93493700,0.00028100,-0.00028100,0.142000,,,,,0,1,,,1.11,0.52,,,,0.013,0.006,-0.006
1386,Kepler-321,b,Transit,2,4.91537900,0.00001000,-0.00001000,0.057000,,,,,0,1,1.01,,1.19,0.23,,,,0.016,0.003,-0.003
1387,Kepler-321,c,Transit,2,13.09392100,0.00002400,-0.00002400,0.110000,,,,,0,1,1.01,,1.19,0.23,,,,0.021,0.004,-0.004
1388,Kepler-322,b,Transit,2,1.65388800,0.00000600,-0.00000600,0.027000,,,,,0,1,0.91,,0.89,0.10,,,,0.009,0.001,-0.001
1389,Kepler-322,c,Transit,2,4.33723400,0.00000900,-0.00000900,0.051000,,,,,0,1,0.91,,0.89,0.10,,,,0.015,0.002,-0.002
1390,Kepler-323,b,Transit,2,1.67832700,0.00000300,-0.00000300,0.028000,,,,,0,1,1.09,,1.18,0.23,,,,0.013,0.003,-0.003
